rank,feature_id,feature_name,metric,value,dominant_dwelling_type,source,methodology_note
15,59150086,DA 59150086,occupied_private_dwellings,432.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
16,59150091,DA 59150091,occupied_private_dwellings,429.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
17,59153239,DA 59153239,occupied_private_dwellings,428.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
18,59150198,DA 59150198,occupied_private_dwellings,394.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
19,59150073,DA 59150073,occupied_private_dwellings,393.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
20,59150191,DA 59150191,occupied_private_dwellings,388.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
21,59150185,DA 59150185,occupied_private_dwellings,365.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
22,59150194,DA 59150194,occupied_private_dwellings,361.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
23,59150193,DA 59150193,occupied_private_dwellings,356.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
24,59150186,DA 59150186,occupied_private_dwellings,353.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
25,59150190,DA 59150190,occupied_private_dwellings,345.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
26,59150092,DA 59150092,occupied_private_dwellings,343.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
27,59150199,DA 59150199,occupied_private_dwellings,339.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
28,59150189,DA 59150189,occupied_private_dwellings,338.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
29,59150082,DA 59150082,occupied_private_dwellings,335.0,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
30,59150204,DA 59150204,occupied_private_dwellings,330.0,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
31,59150195,DA 59150195,occupied_private_dwellings,321.0,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
32,59150197,DA 59150197,occupied_private_dwellings,319.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
33,59150094,DA 59150094,occupied_private_dwellings,317.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
34,59150202,DA 59150202,occupied_private_dwellings,306.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
35,59150188,DA 59150188,occupied_private_dwellings,300.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
36,59150183,DA 59150183,occupied_private_dwellings,299.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
37,59150182,DA 59150182,occupied_private_dwellings,288.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
38,59150081,DA 59150081,occupied_private_dwellings,283.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
39,59150145,DA 59150145,occupied_private_dwellings,279.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
40,59150178,DA 59150178,occupied_private_dwellings,278.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
41,59150203,DA 59150203,occupied_private_dwellings,269.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
42,59150093,DA 59150093,occupied_private_dwellings,267.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
43,59150083,DA 59150083,occupied_private_dwellings,262.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
44,59150089,DA 59150089,occupied_private_dwellings,261.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
45,59150210,DA 59150210,occupied_private_dwellings,249.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
46,59153236,DA 59153236,occupied_private_dwellings,249.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
47,59150097,DA 59150097,occupied_private_dwellings,248.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
48,59150087,DA 59150087,occupied_private_dwellings,243.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
49,59150201,DA 59150201,occupied_private_dwellings,243.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
50,59150074,DA 59150074,occupied_private_dwellings,242.0,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
51,59150078,DA 59150078,occupied_private_dwellings,239.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
52,59150184,DA 59150184,occupied_private_dwellings,235.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
53,59150196,DA 59150196,occupied_private_dwellings,234.0,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
54,59150213,DA 59150213,occupied_private_dwellings,229.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
55,59153965,DA 59153965,occupied_private_dwellings,219.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
56,59150206,DA 59150206,occupied_private_dwellings,219.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
57,59150176,DA 59150176,occupied_private_dwellings,218.0,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
58,59150140,DA 59150140,occupied_private_dwellings,214.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
59,59150096,DA 59150096,occupied_private_dwellings,213.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
60,59150205,DA 59150205,occupied_private_dwellings,209.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
61,59150079,DA 59150079,occupied_private_dwellings,206.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
62,59153963,DA 59153963,occupied_private_dwellings,204.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
63,59150090,DA 59150090,occupied_private_dwellings,204.0,SEMI_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
64,59150099,DA 59150099,occupied_private_dwellings,202.0,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
65,59150142,DA 59150142,occupied_private_dwellings,201.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
66,59150076,DA 59150076,occupied_private_dwellings,200.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
67,59153238,DA 59153238,occupied_private_dwellings,197.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
68,59150088,DA 59150088,occupied_private_dwellings,195.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
69,59150143,DA 59150143,occupied_private_dwellings,194.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
70,59150095,DA 59150095,occupied_private_dwellings,193.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
71,59150181,DA 59150181,occupied_private_dwellings,187.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
72,59151761,DA 59151761,occupied_private_dwellings,187.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
73,59150098,DA 59150098,occupied_private_dwellings,185.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
74,59150180,DA 59150180,occupied_private_dwellings,179.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
75,59150146,DA 59150146,occupied_private_dwellings,169.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
76,59150075,DA 59150075,occupied_private_dwellings,156.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
77,59150077,DA 59150077,occupied_private_dwellings,149.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
78,59150080,DA 59150080,occupied_private_dwellings,134.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
79,59150212,DA 59150212,occupied_private_dwellings,129.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
1,59150077,DA 59150077,persons_per_dwelling,3.0604,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
2,59150176,DA 59150176,persons_per_dwelling,3.0459,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
3,59150146,DA 59150146,persons_per_dwelling,3.0237,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
4,59150078,DA 59150078,persons_per_dwelling,3.0167,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
5,59150145,DA 59150145,persons_per_dwelling,2.9857,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
6,59151761,DA 59151761,persons_per_dwelling,2.9144,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
7,59150182,DA 59150182,persons_per_dwelling,2.9097,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
8,59150099,DA 59150099,persons_per_dwelling,2.8762,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
9,59150074,DA 59150074,persons_per_dwelling,2.876,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
10,59150205,DA 59150205,persons_per_dwelling,2.8756,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
11,59150097,DA 59150097,persons_per_dwelling,2.8669,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
12,59150178,DA 59150178,persons_per_dwelling,2.8381,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
13,59150184,DA 59150184,persons_per_dwelling,2.834,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
14,59150180,DA 59150180,persons_per_dwelling,2.8324,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
15,59150212,DA 59150212,persons_per_dwelling,2.8295,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
16,59150181,DA 59150181,persons_per_dwelling,2.8182,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
17,59150090,DA 59150090,persons_per_dwelling,2.7696,SEMI_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
18,59150095,DA 59150095,persons_per_dwelling,2.7461,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
19,59150075,DA 59150075,persons_per_dwelling,2.7372,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
20,59150202,DA 59150202,persons_per_dwelling,2.7255,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
21,59150206,DA 59150206,persons_per_dwelling,2.7169,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
22,59150213,DA 59150213,persons_per_dwelling,2.7031,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
23,59150076,DA 59150076,persons_per_dwelling,2.68,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
24,59150096,DA 59150096,persons_per_dwelling,2.6714,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
25,59150210,DA 59150210,persons_per_dwelling,2.6426,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
26,59150142,DA 59150142,persons_per_dwelling,2.602,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
27,59150073,DA 59150073,persons_per_dwelling,2.5674,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
28,59150080,DA 59150080,persons_per_dwelling,2.5672,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
29,59150143,DA 59150143,persons_per_dwelling,2.5619,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
30,59150183,DA 59150183,persons_per_dwelling,2.5552,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
31,59150079,DA 59150079,persons_per_dwelling,2.5097,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
32,59153963,DA 59153963,persons_per_dwelling,2.4902,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
33,59150081,DA 59150081,persons_per_dwelling,2.4629,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
34,59153241,DA 59153241,persons_per_dwelling,2.4511,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
35,59150203,DA 59150203,persons_per_dwelling,2.4498,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
36,59150204,DA 59150204,persons_per_dwelling,2.4121,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
37,59150196,DA 59150196,persons_per_dwelling,2.4103,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
38,59150201,DA 59150201,persons_per_dwelling,2.3745,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
39,59153238,DA 59153238,persons_per_dwelling,2.3503,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
40,59150140,DA 59150140,persons_per_dwelling,2.3271,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
41,59150089,DA 59150089,persons_per_dwelling,2.3218,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
42,59150098,DA 59150098,persons_per_dwelling,2.3189,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
43,59150195,DA 59150195,persons_per_dwelling,2.2897,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
44,59150093,DA 59150093,persons_per_dwelling,2.221,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
45,59150185,DA 59150185,persons_per_dwelling,2.2164,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
46,59150200,DA 59150200,persons_per_dwelling,2.1696,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
47,59150094,DA 59150094,persons_per_dwelling,2.1672,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
48,59150082,DA 59150082,persons_per_dwelling,2.1164,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
49,59150083,DA 59150083,persons_per_dwelling,2.0802,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
50,59150141,DA 59150141,persons_per_dwelling,2.0344,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
51,59153239,DA 59153239,persons_per_dwelling,1.972,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
52,59150088,DA 59150088,persons_per_dwelling,1.9333,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
53,59150186,DA 59150186,persons_per_dwelling,1.8924,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
54,59153327,DA 59153327,persons_per_dwelling,1.8795,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
55,59153236,DA 59153236,persons_per_dwelling,1.8715,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
56,59150198,DA 59150198,persons_per_dwelling,1.8655,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
57,59153328,DA 59153328,persons_per_dwelling,1.8649,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
58,59150091,DA 59150091,persons_per_dwelling,1.8205,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
59,59150087,DA 59150087,persons_per_dwelling,1.7984,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
60,59150192,DA 59150192,persons_per_dwelling,1.7959,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
61,59153971,DA 59153971,persons_per_dwelling,1.7898,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
62,59150190,DA 59150190,persons_per_dwelling,1.771,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
63,59150191,DA 59150191,persons_per_dwelling,1.7603,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
64,59153970,DA 59153970,persons_per_dwelling,1.7602,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
65,59150092,DA 59150092,persons_per_dwelling,1.7434,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
66,59150199,DA 59150199,persons_per_dwelling,1.7345,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
67,59153965,DA 59153965,persons_per_dwelling,1.726,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
68,59150085,DA 59150085,persons_per_dwelling,1.7244,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
69,59150197,DA 59150197,persons_per_dwelling,1.7053,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
70,59153237,DA 59153237,persons_per_dwelling,1.7051,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
71,59150189,DA 59150189,persons_per_dwelling,1.6893,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
72,59150086,DA 59150086,persons_per_dwelling,1.6852,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
73,59153235,DA 59153235,persons_per_dwelling,1.6618,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
74,59150187,DA 59150187,persons_per_dwelling,1.6595,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
