rank,feature_id,feature_name,metric,value,dominant_dwelling_type,source,methodology_note
43,59150198,DA 59150198,highrise_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
44,59150199,DA 59150199,highrise_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
45,59150201,DA 59150201,highrise_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
46,59150203,DA 59150203,highrise_share,0.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
47,59150205,DA 59150205,highrise_share,0.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
48,59150206,DA 59150206,highrise_share,0.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
49,59150195,DA 59150195,highrise_share,0.0,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
50,59150213,DA 59150213,highrise_share,0.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
51,59150073,DA 59150073,highrise_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
52,59150185,DA 59150185,highrise_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
53,59150074,DA 59150074,highrise_share,0.0,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
54,59150075,DA 59150075,highrise_share,0.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
55,59150076,DA 59150076,highrise_share,0.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
56,59150077,DA 59150077,highrise_share,0.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
57,59150078,DA 59150078,highrise_share,0.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
58,59150080,DA 59150080,highrise_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
59,59150081,DA 59150081,highrise_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
60,59150088,DA 59150088,highrise_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
61,59150089,DA 59150089,highrise_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
62,59150090,DA 59150090,highrise_share,0.0,SEMI_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
63,59150094,DA 59150094,highrise_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
64,59150095,DA 59150095,highrise_share,0.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
65,59150096,DA 59150096,highrise_share,0.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
66,59150097,DA 59150097,highrise_share,0.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
67,59150098,DA 59150098,highrise_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
68,59150099,DA 59150099,highrise_share,0.0,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
69,59150140,DA 59150140,highrise_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
70,59150142,DA 59150142,highrise_share,0.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
71,59150143,DA 59150143,highrise_share,0.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
72,59150145,DA 59150145,highrise_share,0.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
73,59150146,DA 59150146,highrise_share,0.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
74,59150176,DA 59150176,highrise_share,0.0,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
75,59150178,DA 59150178,highrise_share,0.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
76,59150180,DA 59150180,highrise_share,0.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
77,59150181,DA 59150181,highrise_share,0.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
78,59150182,DA 59150182,highrise_share,0.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
79,59150184,DA 59150184,highrise_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
1,59150176,DA 59150176,townhouse_share,0.9535,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
2,59150074,DA 59150074,townhouse_share,0.9388,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
3,59150196,DA 59150196,townhouse_share,0.6383,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
4,59150099,DA 59150099,townhouse_share,0.561,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
5,59150082,DA 59150082,townhouse_share,0.5373,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
6,59150195,DA 59150195,townhouse_share,0.4844,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
7,59150083,DA 59150083,townhouse_share,0.3462,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
8,59150073,DA 59150073,townhouse_share,0.3418,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
9,59150204,DA 59150204,townhouse_share,0.2576,ROW_HOUSE,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
10,59150094,DA 59150094,townhouse_share,0.25,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
11,59150185,DA 59150185,townhouse_share,0.2192,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
12,59153238,DA 59153238,townhouse_share,0.1538,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
13,59150089,DA 59150089,townhouse_share,0.1538,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
14,59150200,DA 59150200,townhouse_share,0.1518,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
15,59150178,DA 59150178,townhouse_share,0.1273,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
16,59150078,DA 59150078,townhouse_share,0.125,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
17,59150079,DA 59150079,townhouse_share,0.122,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
18,59150183,DA 59150183,townhouse_share,0.1167,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
19,59153241,DA 59153241,townhouse_share,0.1078,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
20,59153963,DA 59153963,townhouse_share,0.075,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
21,59150093,DA 59150093,townhouse_share,0.0566,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
22,59153327,DA 59153327,townhouse_share,0.0516,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
23,59153970,DA 59153970,townhouse_share,0.036,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
24,59150081,DA 59150081,townhouse_share,0.0351,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
25,59150092,DA 59150092,townhouse_share,0.0294,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
26,59150098,DA 59150098,townhouse_share,0.027,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
27,59150090,DA 59150090,townhouse_share,0.0244,SEMI_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
28,59150140,DA 59150140,townhouse_share,0.0233,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
29,59150141,DA 59150141,townhouse_share,0.0224,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
30,59153235,DA 59153235,townhouse_share,0.0222,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
31,59150184,DA 59150184,townhouse_share,0.0213,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
32,59150087,DA 59150087,townhouse_share,0.0208,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
33,59150201,DA 59150201,townhouse_share,0.0204,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
34,59150085,DA 59150085,townhouse_share,0.0187,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
35,59150199,DA 59150199,townhouse_share,0.0147,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
36,59150190,DA 59150190,townhouse_share,0.0145,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
37,59150194,DA 59150194,townhouse_share,0.0139,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
38,59150191,DA 59150191,townhouse_share,0.0128,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
39,59150198,DA 59150198,townhouse_share,0.0127,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
40,59150086,DA 59150086,townhouse_share,0.0116,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
41,59150192,DA 59150192,townhouse_share,0.0085,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
42,59153971,DA 59153971,townhouse_share,0.0067,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
43,59150187,DA 59150187,townhouse_share,0.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
44,59150206,DA 59150206,townhouse_share,0.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
45,59150212,DA 59150212,townhouse_share,0.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
46,59150213,DA 59150213,townhouse_share,0.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
47,59151761,DA 59151761,townhouse_share,0.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
48,59153234,DA 59153234,townhouse_share,0.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
49,59150143,DA 59150143,townhouse_share,0.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
50,59153236,DA 59153236,townhouse_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
51,59153237,DA 59153237,townhouse_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
52,59150084,DA 59150084,townhouse_share,0.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
53,59153239,DA 59153239,townhouse_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
54,59150080,DA 59150080,townhouse_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
55,59150077,DA 59150077,townhouse_share,0.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
56,59153328,DA 59153328,townhouse_share,0.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
57,59150076,DA 59150076,townhouse_share,0.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
58,59153965,DA 59153965,townhouse_share,0.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
59,59150075,DA 59150075,townhouse_share,0.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
60,59150210,DA 59150210,townhouse_share,0.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
61,59150205,DA 59150205,townhouse_share,0.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
62,59150188,DA 59150188,townhouse_share,0.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
63,59150142,DA 59150142,townhouse_share,0.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
64,59150189,DA 59150189,townhouse_share,0.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
65,59150186,DA 59150186,townhouse_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
66,59150095,DA 59150095,townhouse_share,0.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
67,59150096,DA 59150096,townhouse_share,0.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
68,59150193,DA 59150193,townhouse_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
69,59150097,DA 59150097,townhouse_share,0.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
70,59150091,DA 59150091,townhouse_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
71,59150088,DA 59150088,townhouse_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
72,59150197,DA 59150197,townhouse_share,0.0,APARTMENT_5PLUS,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
73,59150182,DA 59150182,townhouse_share,0.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
74,59150181,DA 59150181,townhouse_share,0.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
75,59150146,DA 59150146,townhouse_share,0.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
76,59150180,DA 59150180,townhouse_share,0.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
77,59150202,DA 59150202,townhouse_share,0.0,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
78,59150203,DA 59150203,townhouse_share,0.0,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
79,59150145,DA 59150145,townhouse_share,0.0,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
1,59150146,DA 59150146,single_family_share,0.7941,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
2,59150180,DA 59150180,single_family_share,0.6667,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
3,59150077,DA 59150077,single_family_share,0.6552,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
4,59150075,DA 59150075,single_family_share,0.6129,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
5,59150097,DA 59150097,single_family_share,0.56,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
6,59151761,DA 59151761,single_family_share,0.5526,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
7,59150182,DA 59150182,single_family_share,0.5263,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
8,59150145,DA 59150145,single_family_share,0.5179,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
9,59150206,DA 59150206,single_family_share,0.5,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
10,59150205,DA 59150205,single_family_share,0.4762,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
11,59150076,DA 59150076,single_family_share,0.475,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
12,59150095,DA 59150095,single_family_share,0.4359,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
13,59150210,DA 59150210,single_family_share,0.4286,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
14,59150096,DA 59150096,single_family_share,0.4048,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
15,59150142,DA 59150142,single_family_share,0.4,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
16,59150178,DA 59150178,single_family_share,0.3818,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
17,59150181,DA 59150181,single_family_share,0.3784,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
18,59150213,DA 59150213,single_family_share,0.3696,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
19,59150212,DA 59150212,single_family_share,0.36,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
20,59150079,DA 59150079,single_family_share,0.3171,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
21,59150203,DA 59150203,single_family_share,0.283,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
22,59150078,DA 59150078,single_family_share,0.2708,SINGLE_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
23,59150090,DA 59150090,single_family_share,0.2683,SEMI_DETACHED,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
24,59150202,DA 59150202,single_family_share,0.2623,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
25,59150143,DA 59150143,single_family_share,0.2564,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
26,59150183,DA 59150183,single_family_share,0.2167,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
27,59150140,DA 59150140,single_family_share,0.186,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
28,59150080,DA 59150080,single_family_share,0.1852,APARTMENT_LT5,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
29,59153963,DA 59153963,single_family_share,0.175,APARTMENT_DUPLEX,"Statistics Canada, 2021 Census Profile 98-401-X2021006, dissemination areas","Occupied private dwellings by structural type, directly from the Census Profile."
